year,programTitle,Program Code,PLU,Sum Credits,location,rawfte,fte,id,count
2011-12,Continuing Education,CE,SCH,9,TE,0.015,0,---,1
2011-12,Continuing Education,CE,SCH,15,TE,0.025,0,---,1
2011-12,Continuing Education,CE,SCH,7,TE,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,15,TE,0.025,0,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,TE,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,TE,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,11,TE,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,12,TE,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,TE,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,11,TE,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,12,TE,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,50,TE,0.083333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,TE,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,200,TE,0.333333333,0.3,---,1
2011-12,Continuing Education,CE,SCH,12,TE,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,16,TE,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,9,TE,0.015,0,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,0,TE,0,0,---,1
2011-12,Continuing Education,CE,SCH,9,TE,0.015,0,---,1
2011-12,Continuing Education,CE,SCH,207,TE,0.345,0.3,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,20,TE,0.033333333,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,25,TE,0.041666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,TE,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,9,TE,0.015,0,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,15,TE,0.025,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,63,TE,0.105,0.1,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,16,TE,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,10,TE,0.016666667,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,15,TE,0.025,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,20,TE,0.033333333,0,---,1
2011-12,Continuing Education,CE,SCH,32,TE,0.053333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,40,TE,0.066666667,0.1,---,1
2011-12,Continuing Education,CE,SCH,16,TE,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,23,TE,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,24,TE,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,24,TE,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,7.5,TE,0.0125,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,9,TE,0.015,0,---,1
2011-12,Continuing Education,CE,SCH,27,TE,0.045,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,243,TE,0.405,0.4,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,11,TE,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,11,TE,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,11,TE,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,TE,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,13,TE,0.021666667,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,20,TE,0.033333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,15,TE,0.025,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,20,TE,0.033333333,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,6,TE,0.01,0,---,1
2011-12,Continuing Education,CE,SCH,39,TE,0.065,0.1,---,1
2011-12,Continuing Education,CE,SCH,7,TE,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,TE,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,8,TE,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,20,TE,0.033333333,0,---,1
2011-12,Continuing Education,CE,SCH,5,TE,0.008333333,0,---,1
2011-12,Continuing Education,CE,SCH,20,TE,0.033333333,0,---,1
2011-12,Continuing Education,CE,SCH,33,TE,0.055,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,TE,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,0,TE,0,0,---,1
2011-12,Continuing Education,CE,SCH,13,TE,0.021666667,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,15,HO,0.025,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,31,HO,0.051666667,0.1,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,100,HO,0.166666667,0.2,---,1
2011-12,Continuing Education,CE,SCH,100,HO,0.166666667,0.2,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,85,HO,0.141666667,0.1,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,85,HO,0.141666667,0.1,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,17,HO,0.028333333,0,---,1
2011-12,Continuing Education,CE,SCH,17,HO,0.028333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,36,HO,0.06,0.1,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,100,HO,0.166666667,0.2,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,19,HO,0.031666667,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,25,HO,0.041666667,0,---,1
2011-12,Continuing Education,CE,SCH,25,HO,0.041666667,0,---,1
2011-12,Continuing Education,CE,SCH,25,HO,0.041666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,25,HO,0.041666667,0,---,1
2011-12,Continuing Education,CE,SCH,2,HO,0.003333333,0,---,1
2011-12,Continuing Education,CE,SCH,19,HO,0.031666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,48,HO,0.08,0.1,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,23,HO,0.038333333,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,77,HO,0.128333333,0.1,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,11,HO,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,11,HO,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,11,HO,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,11,HO,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,20,HO,0.033333333,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,48,HO,0.08,0.1,---,1
2011-12,Continuing Education,CE,SCH,17,HO,0.028333333,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,2,HO,0.003333333,0,---,1
2011-12,Continuing Education,CE,SCH,24,HO,0.04,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,11,HO,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,25,HO,0.041666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,9,HO,0.015,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,25,HO,0.041666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,81,HO,0.135,0.1,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,3.5,HO,0.005833333,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,11,HO,0.018333333,0,---,1
2011-12,Continuing Education,CE,SCH,9,HO,0.015,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,28,HO,0.046666667,0,---,1
2011-12,Continuing Education,CE,SCH,8,HO,0.013333333,0,---,1
2011-12,Continuing Education,CE,SCH,15,HO,0.025,0,---,1
2011-12,Continuing Education,CE,SCH,19,HO,0.031666667,0,---,1
2011-12,Continuing Education,CE,SCH,16,HO,0.026666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,491,HO,0.818333333,0.8,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,4,HO,0.006666667,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,14,HO,0.023333333,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,12,HO,0.02,0,---,1
2011-12,Continuing Education,CE,SCH,3,HO,0.005,0,---,1
2011-12,Continuing Education,CE,SCH,7,HO,0.011666667,0,---,1
2011-12,Continuing Education,CE,SCH,81,HO,0.135,0.1,---,1
