"","town","K12_SCHOOL_NAME","K12_DISTRICT_NUMBER","K12_GRAD_SCHOOL_YEAR","PSI_AGE","PSI_GENDER","PSI_CIP_2DIGIT_DESCRIPTION","to_psi","count","latitude","longitude"
"3250","Smithers","Smithers Secondary","054","2008-2009","18","F","Health professions and related programs","JIBC","1",54.7791,-127.1782
"3251","Smithers","Smithers Secondary","054","2007-2008","18","F","Computer and information sciences and support services","NWCC","1",54.7791,-127.1782
"3252","Smithers","Smithers Secondary","054","2011-2012","18","M","Health professions and related programs","JIBC","1",54.7791,-127.1782
"3253","Smithers","Smithers Secondary","054","2010-2011","17","F","English language and literature/letters","TRU","1",54.7791,-127.1782
"3254","Smithers","Smithers Secondary","054","2006-2007","19","M","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3255","Smithers","Smithers Secondary","054","2010-2011","18","F","Health professions and related programs","CNC","1",54.7791,-127.1782
"3256","Smithers","Smithers Secondary","054","2006-2007","19","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3257","Smithers","Smithers Secondary","054","2009-2010","17","M","Liberal arts and sciences, general studies and humanities","CNC","1",54.7791,-127.1782
"3258","Smithers","Smithers Secondary","054","2009-2010","19","F","Business, management, marketing and related support services","TRU","2",54.7791,-127.1782
"3259","Smithers","Smithers Secondary","054","2010-2011","18","F","Area, ethnic, cultural, gender, and group studies","CAM","1",54.7791,-127.1782
"3260","Smithers","Smithers Secondary","054","2005-2006","21","F","High school/secondary diploma and certificate programs","CAM","1",54.7791,-127.1782
"3261","Smithers","Smithers Secondary","054","2013-2014","18","F","Health-related knowledge and skills (not for credit)","NIC","1",54.7791,-127.1782
"3262","Smithers","Smithers Secondary","054","2009-2010","21","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3263","Smithers","Smithers Secondary","054","2009-2010","19","M","Liberal arts and sciences, general studies and humanities","TRU","2",54.7791,-127.1782
"3264","Smithers","Smithers Secondary","054","2009-2010","18","F","Liberal arts and sciences, general studies and humanities","CAPU","1",54.7791,-127.1782
"3265","Smithers","Smithers Secondary","054","2008-2009","17","F","Personal and culinary services","NWCC","1",54.7791,-127.1782
"3266","Smithers","Smithers Secondary","054","2012-2013","19","M","Liberal arts and sciences, general studies and humanities","NIC","1",54.7791,-127.1782
"3267","Smithers","Smithers Secondary","054","2009-2010","18","F","Liberal arts and sciences, general studies and humanities","NIC","1",54.7791,-127.1782
"3268","Smithers","Smithers Secondary","054","2007-2008","19","F","Business, management, marketing and related support services","TRU","1",54.7791,-127.1782
"3269","Smithers","Smithers Secondary","054","2011-2012","19","M","Visual and performing arts","CAPU","1",54.7791,-127.1782
"3270","Smithers","Smithers Secondary","054","2008-2009","20","M","Parks, recreation, leisure and fitness studies","CAM","1",54.7791,-127.1782
"3271","Smithers","Smithers Secondary","054","2004-2005","20","F","Physical sciences","UVIC","1",54.7791,-127.1782
"3272","Smithers","Smithers Secondary","054","2004-2005","20","M","Construction trades","CNC","1",54.7791,-127.1782
"3273","Smithers","Smithers Secondary","054","2007-2008","22","M","High school/secondary diploma and certificate programs","NIC","1",54.7791,-127.1782
"3274","Smithers","Smithers Secondary","054","2008-2009","18","F","Visual and performing arts","CNC","1",54.7791,-127.1782
"3275","Smithers","Smithers Secondary","054","2008-2009","21","M","Construction trades","NIC","1",54.7791,-127.1782
"3276","Smithers","Smithers Secondary","054","2007-2008","23","F","Engineering technologies and engineering-related fields","NWCC","1",54.7791,-127.1782
"3277","Smithers","Smithers Secondary","054","2009-2010","20","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3278","Smithers","Smithers Secondary","054","2005-2006","19","F","Family and consumer sciences/human sciences","CAM","1",54.7791,-127.1782
"3279","Smithers","Smithers Secondary","054","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","CAPU","1",54.7791,-127.1782
"3280","Smithers","Smithers Secondary","054","2005-2006","23","F","Visual and performing arts","CAM","1",54.7791,-127.1782
"3281","Smithers","Smithers Secondary","054","2009-2010","18","M","Biological and biomedical sciences","TRU","1",54.7791,-127.1782
"3282","Smithers","Smithers Secondary","054","2013-2014","18","M","Computer and information sciences and support services","UNBC","1",54.7791,-127.1782
"3283","Smithers","Smithers Secondary","054","2006-2007","20","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3284","Smithers","Smithers Secondary","054","2009-2010","18","F","Liberal arts and sciences, general studies and humanities","CNC","4",54.7791,-127.1782
"3285","Smithers","Smithers Secondary","054","2009-2010","18","M","High school/secondary diploma and certificate programs","CAM","1",54.7791,-127.1782
"3286","Smithers","Smithers Secondary","054","2010-2011","19","M","Business, management, marketing and related support services","CAM","1",54.7791,-127.1782
"3287","Smithers","Smithers Secondary","054","2008-2009","19","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3288","Smithers","Smithers Secondary","054","2007-2008","22","M","Natural resources and conservation","NWCC","1",54.7791,-127.1782
"3289","Smithers","Smithers Secondary","054","2008-2009","19","M","Computer and information sciences and support services","NWCC","1",54.7791,-127.1782
"3290","Smithers","Smithers Secondary","054","2005-2006","19","M","Family and consumer sciences/human sciences","SEL","1",54.7791,-127.1782
"3291","Smithers","Smithers Secondary","054","2008-2009","17","F","Health professions and related programs","UBCO","1",54.7791,-127.1782
"3292","Smithers","Smithers Secondary","054","2005-2006","22","M","Health professions and related programs","NWCC","1",54.7791,-127.1782
"3293","Smithers","Smithers Secondary","054","2005-2006","22","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3294","Smithers","Smithers Secondary","054","2010-2011","17","M","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3295","Smithers","Smithers Secondary","054","2008-2009","20","M","Mechanic and repair technologies/technicians","OKAN","1",54.7791,-127.1782
"3296","Smithers","Smithers Secondary","054","2012-2013","17","F","Parks, recreation, leisure and fitness studies","NWCC","1",54.7791,-127.1782
"3297","Smithers","Smithers Secondary","054","2010-2011","18","F","Biological and biomedical sciences","UNBC","1",54.7791,-127.1782
"3298","Smithers","Smithers Secondary","054","2004-2005","17","M","Multidisciplinary/interdisciplinary studies","UNBC","1",54.7791,-127.1782
"3299","Smithers","Smithers Secondary","054","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","UNBC","1",54.7791,-127.1782
"3300","Smithers","Smithers Secondary","054","2005-2006","27","F","Business, management, marketing and related support services","NWCC","1",54.7791,-127.1782
"3301","Smithers","Smithers Secondary","054","2011-2012","19","M","Construction trades","TRU","1",54.7791,-127.1782
"3302","Smithers","Smithers Secondary","054","2004-2005","23","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3303","Smithers","Smithers Secondary","054","2004-2005","18","M","Business, management, marketing and related support services","UNBC","1",54.7791,-127.1782
"3304","Smithers","Smithers Secondary","054","2007-2008","17","F","Mathematics and statistics","TRU","1",54.7791,-127.1782
"3305","Smithers","Smithers Secondary","054","2008-2009","19","F","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3306","Smithers","Smithers Secondary","054","2009-2010","19","F","Personal and culinary services","CNC","1",54.7791,-127.1782
"3307","Smithers","Smithers Secondary","054","2007-2008","20","M","Health-related knowledge and skills (not for credit)","NWCC","2",54.7791,-127.1782
"3308","Smithers","Smithers Secondary","054","2007-2008","19","M","Engineering technologies and engineering-related fields","TRU","1",54.7791,-127.1782
"3309","Smithers","Smithers Secondary","054","2006-2007","19","M","Multidisciplinary/interdisciplinary studies","TRU","3",54.7791,-127.1782
"3310","Smithers","Smithers Secondary","054","2008-2009","18","F","Health professions and related programs","CNC","1",54.7791,-127.1782
"3311","Smithers","Smithers Secondary","054","2010-2011","18","F","Communication, journalism and related programs","CAM","1",54.7791,-127.1782
"3312","Smithers","Smithers Secondary","054","2008-2009","21","M","Engineering technologies and engineering-related fields","CNC","1",54.7791,-127.1782
"3313","Smithers","Smithers Secondary","054","2010-2011","18","M","Business, management, marketing and related support services","KPU","1",54.7791,-127.1782
"3314","Smithers","Smithers Secondary","054","2008-2009","18","F","Liberal arts and sciences, general studies and humanities","NWCC","3",54.7791,-127.1782
"3315","Smithers","Smithers Secondary","054","2008-2009","18","F","Education","UVIC","1",54.7791,-127.1782
"3316","Smithers","Smithers Secondary","054","2007-2008","21","F","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3317","Smithers","Smithers Secondary","054","2009-2010","19","M","Personal and culinary services","NWCC","1",54.7791,-127.1782
"3318","Smithers","Smithers Secondary","054","2007-2008","18","F","Multidisciplinary/interdisciplinary studies","TRU","1",54.7791,-127.1782
"3319","Smithers","Smithers Secondary","054","2007-2008","20","F","Transportation and materials moving","NWCC","1",54.7791,-127.1782
"3320","Smithers","Smithers Secondary","054","2009-2010","17","F","Mathematics and statistics","TRU","1",54.7791,-127.1782
"3321","Smithers","Smithers Secondary","054","2013-2014","18","M","Biological and biomedical sciences","UNBC","2",54.7791,-127.1782
"3322","Smithers","Smithers Secondary","054","2007-2008","20","F","Family and consumer sciences/human sciences","CNC","1",54.7791,-127.1782
"3323","Smithers","Smithers Secondary","054","2004-2005","21","M","Construction trades","CNC","1",54.7791,-127.1782
"3324","Smithers","Smithers Secondary","054","2004-2005","22","M","High school/secondary diploma and certificate programs","CNC","1",54.7791,-127.1782
"3325","Smithers","Smithers Secondary","054","2012-2013","19","M","Precision production","CNC","1",54.7791,-127.1782
"3326","Smithers","Smithers Secondary","054","2004-2005","18","F","High school/secondary diploma and certificate programs","NWCC","2",54.7791,-127.1782
"3327","Smithers","Smithers Secondary","054","2004-2005","18","M","Health professions and related programs","NWCC","4",54.7791,-127.1782
"3328","Smithers","Smithers Secondary","054","2009-2010","18","M","Construction trades","CNC","1",54.7791,-127.1782
"3329","Smithers","Smithers Secondary","054","2006-2007","22","M","Mechanic and repair technologies/technicians","CNC","1",54.7791,-127.1782
"3330","Smithers","Smithers Secondary","054","2009-2010","19","F","Family and consumer sciences/human sciences","CNC","1",54.7791,-127.1782
"3331","Smithers","Smithers Secondary","054","2008-2009","18","M","Construction trades","TRU","1",54.7791,-127.1782
"3332","Smithers","Smithers Secondary","054","2007-2008","17","M","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3333","Smithers","Smithers Secondary","054","2012-2013","18","M","Computer and information sciences and support services","UNBC","1",54.7791,-127.1782
"3334","Smithers","Smithers Secondary","054","2011-2012","18","M","Liberal arts and sciences, general studies and humanities","NWCC","2",54.7791,-127.1782
"3335","Smithers","Smithers Secondary","054","2008-2009","18","F","Liberal arts and sciences, general studies and humanities","UBCO","1",54.7791,-127.1782
"3336","Smithers","Smithers Secondary","054","2005-2006","24","F","Public administration and social service professions","NWCC","1",54.7791,-127.1782
"3337","Smithers","Smithers Secondary","054","2010-2011","18","M","Engineering technologies and engineering-related fields","NWCC","1",54.7791,-127.1782
"3338","Smithers","Smithers Secondary","054","2006-2007","19","F","Visual and performing arts","VCC","1",54.7791,-127.1782
"3339","Smithers","Smithers Secondary","054","2012-2013","18","F","Engineering","UVIC","1",54.7791,-127.1782
"3340","Smithers","Smithers Secondary","054","2010-2011","18","F","Natural resources and conservation","OKAN","1",54.7791,-127.1782
"3341","Smithers","Smithers Secondary","054","2011-2012","18","F","Visual and performing arts","OKAN","1",54.7791,-127.1782
"3342","Smithers","Smithers Secondary","054","2004-2005","18","F","Multidisciplinary/interdisciplinary studies","UNBC","1",54.7791,-127.1782
"3343","Smithers","Smithers Secondary","054","2009-2010","17","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3344","Smithers","Smithers Secondary","054","2004-2005","20","M","Transportation and materials moving","BCIT","1",54.7791,-127.1782
"3345","Smithers","Smithers Secondary","054","2009-2010","18","F","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3346","Smithers","Smithers Secondary","054","2009-2010","23","M","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3347","Smithers","Smithers Secondary","054","2009-2010","23","M","Transportation and materials moving","NWCC","1",54.7791,-127.1782
"3348","Smithers","Smithers Secondary","054","2013-2014","18","F","Liberal arts and sciences, general studies and humanities","UVIC","1",54.7791,-127.1782
"3349","Smithers","Smithers Secondary","054","2010-2011","19","F","Transportation and materials moving","NLC","1",54.7791,-127.1782
"3350","Smithers","Smithers Secondary","054","2005-2006","18","F","Multidisciplinary/interdisciplinary studies","UNBC","1",54.7791,-127.1782
"3351","Smithers","Smithers Secondary","054","2012-2013","18","F","Education","UVIC","1",54.7791,-127.1782
"3352","Smithers","Smithers Secondary","054","2013-2014","18","F","Parks, recreation, leisure and fitness studies","UBCV","1",54.7791,-127.1782
"3353","Smithers","Smithers Secondary","054","2005-2006","17","F","Business, management, marketing and related support services","UBCV","1",54.7791,-127.1782
"3354","Smithers","Smithers Secondary","054","2005-2006","17","M","Engineering","UBCV","1",54.7791,-127.1782
"3355","Smithers","Smithers Secondary","054","2009-2010","20","M","Area, ethnic, cultural, gender, and group studies","NVIT","1",54.7791,-127.1782
"3356","Smithers","Smithers Secondary","054","2009-2010","19","M","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3357","Smithers","Smithers Secondary","054","2011-2012","18","F","Business, management, marketing and related support services","NVIT","1",54.7791,-127.1782
"3358","Smithers","Smithers Secondary","054","2007-2008","18","F","Liberal arts and sciences, general studies and humanities","TRU","2",54.7791,-127.1782
"3359","Smithers","Smithers Secondary","054","2008-2009","18","F","Biological and biomedical sciences","UVIC","1",54.7791,-127.1782
"3360","Smithers","Smithers Secondary","054","2009-2010","20","M","Engineering technologies and engineering-related fields","NWCC","2",54.7791,-127.1782
"3361","Smithers","Smithers Secondary","054","2008-2009","18","M","Precision production","NWCC","1",54.7791,-127.1782
"3362","Smithers","Smithers Secondary","054","2005-2006","20","F","Precision production","NWCC","1",54.7791,-127.1782
"3363","Smithers","Smithers Secondary","054","2004-2005","18","M","Liberal arts and sciences, general studies and humanities","NIC","1",54.7791,-127.1782
"3364","Smithers","Smithers Secondary","054","2012-2013","18","M","Liberal arts and sciences, general studies and humanities","CNC","1",54.7791,-127.1782
"3365","Smithers","Smithers Secondary","054","2009-2010","19","F","Personal and culinary services","CAM","1",54.7791,-127.1782
"3366","Smithers","Smithers Secondary","054","2008-2009","17","F","Public administration and social service professions","CNC","1",54.7791,-127.1782
"3367","Smithers","Smithers Secondary","054","2004-2005","17","M","Social sciences","UVIC","1",54.7791,-127.1782
"3368","Smithers","Smithers Secondary","054","2009-2010","18","F","Health professions and related programs","CNC","1",54.7791,-127.1782
"3369","Smithers","Smithers Secondary","054","2009-2010","18","M","Mechanic and repair technologies/technicians","CNC","1",54.7791,-127.1782
"3370","Smithers","Smithers Secondary","054","2010-2011","20","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3371","Smithers","Smithers Secondary","054","2008-2009","17","F","Liberal arts and sciences, general studies and humanities","UVIC","1",54.7791,-127.1782
"3372","Smithers","Smithers Secondary","054","2012-2013","19","F","Physical sciences","UFV","1",54.7791,-127.1782
"3373","Smithers","Smithers Secondary","054","2007-2008","18","F","Health professions and related programs","NWCC","2",54.7791,-127.1782
"3374","Smithers","Smithers Secondary","054","2006-2007","18","M","Construction trades","TRU","1",54.7791,-127.1782
"3375","Smithers","Smithers Secondary","054","2007-2008","18","F","Liberal arts and sciences, general studies and humanities","NWCC","2",54.7791,-127.1782
"3376","Smithers","Smithers Secondary","054","2007-2008","18","M","Health professions and related programs","NWCC","2",54.7791,-127.1782
"3377","Smithers","Smithers Secondary","054","2007-2008","18","M","Liberal arts and sciences, general studies and humanities","NIC","1",54.7791,-127.1782
"3378","Smithers","Smithers Secondary","054","2005-2006","17","F","Social sciences","UVIC","1",54.7791,-127.1782
"3379","Smithers","Smithers Secondary","054","2004-2005","24","M","Mechanic and repair technologies/technicians","CNC","1",54.7791,-127.1782
"3380","Smithers","Smithers Secondary","054","2005-2006","17","F","Engineering","CAPU","1",54.7791,-127.1782
"3381","Smithers","Smithers Secondary","054","2006-2007","19","F","Liberal arts and sciences, general studies and humanities","CAPU","1",54.7791,-127.1782
"3382","Smithers","Smithers Secondary","054","2006-2007","23","M","Transportation and materials moving","TRU","1",54.7791,-127.1782
"3383","Smithers","Smithers Secondary","054","2007-2008","17","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3384","Smithers","Smithers Secondary","054","2004-2005","18","M","Construction trades","COTR","1",54.7791,-127.1782
"3385","Smithers","Smithers Secondary","054","2006-2007","18","M","Business, management, marketing and related support services","COTR","1",54.7791,-127.1782
"3386","Smithers","Smithers Secondary","054","2011-2012","18","F","Physical sciences","UNBC","1",54.7791,-127.1782
"3387","Smithers","Smithers Secondary","054","2005-2006","19","F","Health professions and related programs","CNC","1",54.7791,-127.1782
"3388","Smithers","Smithers Secondary","054","2005-2006","19","M","Liberal arts and sciences, general studies and humanities","CNC","1",54.7791,-127.1782
"3389","Smithers","Smithers Secondary","054","2012-2013","17","M","Natural resources and conservation","UNBC","2",54.7791,-127.1782
"3390","Smithers","Smithers Secondary","054","2004-2005","22","M","Social sciences","UVIC","1",54.7791,-127.1782
"3391","Smithers","Smithers Secondary","054","2012-2013","17","M","Physical sciences","UNBC","1",54.7791,-127.1782
"3392","Smithers","Smithers Secondary","054","2009-2010","18","F","Liberal arts and sciences, general studies and humanities","KPU","1",54.7791,-127.1782
"3393","Smithers","Smithers Secondary","054","2005-2006","18","M","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3394","Smithers","Smithers Secondary","054","2005-2006","18","M","Liberal arts and sciences, general studies and humanities","NWCC","2",54.7791,-127.1782
"3395","Smithers","Smithers Secondary","054","2007-2008","18","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3396","Smithers","Smithers Secondary","054","2007-2008","18","M","Security and protective services","CAM","1",54.7791,-127.1782
"3397","Smithers","Smithers Secondary","054","2013-2014","18","M","Mechanic and repair technologies/technicians","CNC","3",54.7791,-127.1782
"3398","Smithers","Smithers Secondary","054","2011-2012","18","F","Security and protective services","NVIT","1",54.7791,-127.1782
"3399","Smithers","Smithers Secondary","054","2013-2014","17","M","Mechanic and repair technologies/technicians","NWCC","1",54.7791,-127.1782
"3400","Smithers","Smithers Secondary","054","2007-2008","18","F","Personal and culinary services","CNC","1",54.7791,-127.1782
"3401","Smithers","Smithers Secondary","054","2005-2006","20","F","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3402","Smithers","Smithers Secondary","054","2004-2005","17","M","High school/secondary diploma and certificate programs","NIC","1",54.7791,-127.1782
"3403","Smithers","Smithers Secondary","054","2009-2010","20","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3404","Smithers","Smithers Secondary","054","2005-2006","20","M","Engineering technologies and engineering-related fields","NWCC","1",54.7791,-127.1782
"3405","Smithers","Smithers Secondary","054","2009-2010","18","M","Parks, recreation, leisure and fitness studies","CAM","1",54.7791,-127.1782
"3406","Smithers","Smithers Secondary","054","2004-2005","17","M","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3407","Smithers","Smithers Secondary","054","2004-2005","17","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3408","Smithers","Smithers Secondary","054","2004-2005","18","M","Liberal arts and sciences, general studies and humanities","NWCC","4",54.7791,-127.1782
"3409","Smithers","Smithers Secondary","054","2010-2011","19","M","Liberal arts and sciences, general studies and humanities","CAM","2",54.7791,-127.1782
"3410","Smithers","Smithers Secondary","054","2007-2008","19","F","Parks, recreation, leisure and fitness studies","UFV","1",54.7791,-127.1782
"3411","Smithers","Smithers Secondary","054","2011-2012","18","M","Construction trades","CAM","1",54.7791,-127.1782
"3412","Smithers","Smithers Secondary","054","2004-2005","19","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3413","Smithers","Smithers Secondary","054","2004-2005","20","F","Personal and culinary services","NWCC","1",54.7791,-127.1782
"3414","Smithers","Smithers Secondary","054","2004-2005","20","M","Health professions and related programs","NWCC","1",54.7791,-127.1782
"3415","Smithers","Smithers Secondary","054","2011-2012","18","M","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3416","Smithers","Smithers Secondary","054","2004-2005","20","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3417","Smithers","Smithers Secondary","054","2011-2012","20","F","Health professions and related programs","VIU","1",54.7791,-127.1782
"3418","Smithers","Smithers Secondary","054","2010-2011","18","M","Engineering","UBCO","1",54.7791,-127.1782
"3419","Smithers","Smithers Secondary","054","2004-2005","19","F","Liberal arts and sciences, general studies and humanities","CAPU","1",54.7791,-127.1782
"3420","Smithers","Smithers Secondary","054","2012-2013","19","M","Liberal arts and sciences, general studies and humanities","VIU","1",54.7791,-127.1782
"3421","Smithers","Smithers Secondary","054","2012-2013","22","M","Basic skills (not for credit)","VIU","1",54.7791,-127.1782
"3422","Smithers","Smithers Secondary","054","2012-2013","18","M","Engineering technologies and engineering-related fields","NWCC","1",54.7791,-127.1782
"3423","Smithers","Smithers Secondary","054","2007-2008","19","F","Liberal arts and sciences, general studies and humanities","CAPU","1",54.7791,-127.1782
"3424","Smithers","Smithers Secondary","054","2006-2007","18","F","Physical sciences","UVIC","1",54.7791,-127.1782
"3425","Smithers","Smithers Secondary","054","2012-2013","19","M","Science technologies/technicians","CAM","1",54.7791,-127.1782
"3426","Smithers","Smithers Secondary","054","2011-2012","18","F","High school/secondary diploma and certificate programs","CNC","1",54.7791,-127.1782
"3427","Smithers","Smithers Secondary","054","2005-2006","17","F","Liberal arts and sciences, general studies and humanities","NWCC","3",54.7791,-127.1782
"3428","Smithers","Smithers Secondary","054","2005-2006","18","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3429","Smithers","Smithers Secondary","054","2005-2006","22","M","High school/secondary diploma and certificate programs","CNC","1",54.7791,-127.1782
"3430","Smithers","Smithers Secondary","054","2007-2008","19","M","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3431","Smithers","Smithers Secondary","054","2012-2013","18","F","Psychology","CNC","1",54.7791,-127.1782
"3432","Smithers","Smithers Secondary","054","2006-2007","19","F","Basic skills (not for credit)","CAM","1",54.7791,-127.1782
"3433","Smithers","Smithers Secondary","054","2006-2007","19","F","Health professions and related programs","NWCC","1",54.7791,-127.1782
"3434","Smithers","Smithers Secondary","054","2006-2007","19","F","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3435","Smithers","Smithers Secondary","054","2007-2008","18","M","English language and literature/letters","UVIC","1",54.7791,-127.1782
"3436","Smithers","Smithers Secondary","054","2013-2014","18","F","Liberal arts and sciences, general studies and humanities","CNC","1",54.7791,-127.1782
"3437","Smithers","Smithers Secondary","054","2004-2005","17","F","Health-related knowledge and skills (not for credit)","TRU","1",54.7791,-127.1782
"3438","Smithers","Smithers Secondary","054","2007-2008","19","F","Social sciences","UVIC","2",54.7791,-127.1782
"3439","Smithers","Smithers Secondary","054","2004-2005","23","F","Liberal arts and sciences, general studies and humanities","OKAN","1",54.7791,-127.1782
"3440","Smithers","Smithers Secondary","054","2009-2010","20","F","Health professions and related programs","NWCC","1",54.7791,-127.1782
"3441","Smithers","Smithers Secondary","054","2008-2009","20","F","Business, management, marketing and related support services","TRU","1",54.7791,-127.1782
"3442","Smithers","Smithers Secondary","054","2009-2010","20","M","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3443","Smithers","Smithers Secondary","054","2004-2005","18","M","Liberal arts and sciences, general studies and humanities","TRU","3",54.7791,-127.1782
"3444","Smithers","Smithers Secondary","054","2004-2005","17","F","Liberal arts and sciences, general studies and humanities","UBCO","1",54.7791,-127.1782
"3445","Smithers","Smithers Secondary","054","2011-2012","19","F","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3446","Smithers","Smithers Secondary","054","2013-2014","18","F","Social sciences","UVIC","1",54.7791,-127.1782
"3447","Smithers","Smithers Secondary","054","2013-2014","18","M","Engineering","UVIC","1",54.7791,-127.1782
"3448","Smithers","Smithers Secondary","054","2007-2008","18","F","Business, management, marketing and related support services","VCC","1",54.7791,-127.1782
"3449","Smithers","Smithers Secondary","054","2005-2006","20","M","Health-related knowledge and skills (not for credit)","NLC","1",54.7791,-127.1782
"3450","Smithers","Smithers Secondary","054","2007-2008","21","M","Personal and culinary services","NLC","1",54.7791,-127.1782
"3451","Smithers","Smithers Secondary","054","2009-2010","18","F","Social sciences","UVIC","1",54.7791,-127.1782
"3452","Smithers","Smithers Secondary","054","2007-2008","19","M","Transportation and materials moving","SEL","1",54.7791,-127.1782
"3453","Smithers","Smithers Secondary","054","2008-2009","23","F","Mechanic and repair technologies/technicians","SEL","1",54.7791,-127.1782
"3454","Smithers","Smithers Secondary","054","2011-2012","20","M","Construction trades","NWCC","1",54.7791,-127.1782
"3455","Smithers","Smithers Secondary","054","2010-2011","18","F","Health-related knowledge and skills (not for credit)","NWCC","3",54.7791,-127.1782
"3456","Smithers","Smithers Secondary","054","2004-2005","19","M","Social sciences","UVIC","1",54.7791,-127.1782
"3457","Smithers","Smithers Secondary","054","2011-2012","19","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3458","Smithers","Smithers Secondary","054","2007-2008","21","M","Mechanic and repair technologies/technicians","CNC","1",54.7791,-127.1782
"3459","Smithers","Smithers Secondary","054","2013-2014","18","M","Multidisciplinary/interdisciplinary studies","UNBC","1",54.7791,-127.1782
"3460","Smithers","Smithers Secondary","054","2008-2009","19","M","Business, management, marketing and related support services","CNC","1",54.7791,-127.1782
"3461","Smithers","Smithers Secondary","054","2006-2007","21","M","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3462","Smithers","Smithers Secondary","054","2005-2006","18","F","Business, management, marketing and related support services","CNC","1",54.7791,-127.1782
"3463","Smithers","Smithers Secondary","054","2007-2008","20","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3464","Smithers","Smithers Secondary","054","2007-2008","20","M","Biological and biomedical sciences","UVIC","1",54.7791,-127.1782
"3465","Smithers","Smithers Secondary","054","2007-2008","21","M","Health-related knowledge and skills (not for credit)","NWCC","4",54.7791,-127.1782
"3466","Smithers","Smithers Secondary","054","2011-2012","18","F","Health professions and related programs","CNC","1",54.7791,-127.1782
"3467","Smithers","Smithers Secondary","054","2009-2010","19","F","Health professions and related programs","CNC","1",54.7791,-127.1782
"3468","Smithers","Smithers Secondary","054","2011-2012","18","F","Liberal arts and sciences, general studies and humanities","CNC","2",54.7791,-127.1782
"3469","Smithers","Smithers Secondary","054","2005-2006","19","M","Construction trades","CNC","1",54.7791,-127.1782
"3470","Smithers","Smithers Secondary","054","2011-2012","18","M","Physical sciences","UNBC","1",54.7791,-127.1782
"3471","Smithers","Smithers Secondary","054","2007-2008","18","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3472","Smithers","Smithers Secondary","054","2011-2012","21","M","Liberal arts and sciences, general studies and humanities","VIU","1",54.7791,-127.1782
"3473","Smithers","Smithers Secondary","054","2007-2008","19","F","Business, management, marketing and related support services","NWCC","1",54.7791,-127.1782
"3474","Smithers","Smithers Secondary","054","2012-2013","18","F","Biological and biomedical sciences","UNBC","1",54.7791,-127.1782
"3475","Smithers","Smithers Secondary","054","2006-2007","19","F","High school/secondary diploma and certificate programs","CAM","1",54.7791,-127.1782
"3476","Smithers","Smithers Secondary","054","2006-2007","19","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
