year,programTitle,Program Code,PLU,Sum Credits,location,sumFTE,abo,imm
2012-13,Electrical Foundation,ELTRF,SCH,1440,TE,2,,00
2012-13,Electrical Foundation,ELTRF,SCH,4320,TE,6,Y,00
2012-13,Electrical Foundation,ELTRF,SCH,12960,TE,18,N,00
2012-13,Electrical Foundation,ACELTRF,SCH,2160,TE,3,,00
2012-13,Electrical Foundation,ACELTRF,SCH,5040,TE,7,N,00
2012-13,Electrical Foundation,ELTRF,SCH,0,TE,0,,00
2012-13,Electrical Foundation,ELTRF,SCH,0,TE,0,Y,00
2012-13,Electrical Foundation,ELTRF,SCH,0,TE,0,N,00
2012-13,Electrical Foundation,ACELTRF,SCH,0,TE,0,,00
2012-13,Electrical Foundation,ACELTRF,SCH,0,TE,0,N,00
2013-14,Electrical Foundation,ACELTRF,SCH,720,PR,1,Y,00
2013-14,Electrical Foundation,ACELTRF,SCH,720,PR,1,,00
2013-14,Electrical Foundation,ELTRF,SCH,3600,PR,5,N,00
2013-14,Electrical Foundation,ELTRF,SCH,2880,PR,4,Y,00
2013-14,Electrical Foundation,ELTRF,SCH,1440,PR,2,,00
2013-14,Electrical Foundation,ACELTRF,SCH,720,TE,1,N,00
2013-14,Electrical Foundation,ACELTRF,SCH,720,TE,1,Y,00
2013-14,Electrical Foundation,ACELTRF,SCH,3600,TE,5,,00
2013-14,Electrical Foundation,ELTRF,SCH,15120,TE,21,N,00
2013-14,Electrical Foundation,ELTRF,SCH,2880,TE,4,Y,00
2013-14,Electrical Foundation,ELTRF,SCH,2880,TE,4,,00
2013-14,Electrical Foundation,ELTRF,SCH,0,PR,0,N,00
2013-14,Electrical Foundation,ACELTRF,SCH,1.5,PR,0.0025,,00
2013-14,Electrical Foundation,ACELTRF,SCH,0,PR,0,N,00
2013-14,Electrical Foundation,ACELTRF,SCH,0,PR,0,Y,00
2013-14,Electrical Foundation,ACELTRF,SCH,0,PR,0,,00
2013-14,Electrical Foundation,ELTRF,SCH,0,PR,0,N,00
2013-14,Electrical Foundation,ELTRF,SCH,0,PR,0,Y,00
2013-14,Electrical Foundation,ELTRF,SCH,0,PR,0,,00
2013-14,Electrical Foundation,ACELTRF,SCH,0,TE,0,N,00
2013-14,Electrical Foundation,ACELTRF,SCH,0,TE,0,Y,00
2013-14,Electrical Foundation,ACELTRF,SCH,0,TE,0,,00
2013-14,Electrical Foundation,ELTRF,SCH,0,TE,0,N,00
2013-14,Electrical Foundation,ELTRF,SCH,0,TE,0,Y,00
2013-14,Electrical Foundation,ELTRF,SCH,0,TE,0,,00
2013-14,Electrical Foundation,ACELTRF,SCH,3600,PR,5,N,00
2014-15,Electrical Foundation,ELTRF,SCH,5040,TE,7,,00
2014-15,Electrical Foundation,ELTRF,SCH,2160,TE,3,Y,00
2014-15,Electrical Foundation,ELTRF,SCH,11520,TE,16,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,1440,TE,2,,00
2014-15,Electrical Foundation,ACELTRF,SCH,1440,TE,2,Y,00
2014-15,Electrical Foundation,ACELTRF,SCH,1440,TE,2,N,00
2014-15,Electrical Foundation,ELTRF,SCH,2160,PR,3,,00
2014-15,Electrical Foundation,ELTRF,SCH,2880,PR,4,Y,00
2014-15,Electrical Foundation,ELTRF,SCH,4320,PR,6,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,720,PR,1,Y,00
2014-15,Electrical Foundation,ACELTRF,SCH,1440,PR,2,N,00
2014-15,Electrical Foundation,ELTRF,SCH,1440,TE,2,N,01
2014-15,Electrical Foundation,ELTRF,SCH,187.714,HO,0.244419271,N,00
2014-15,Electrical Foundation,ELTRF,SCH,281.571,HO,0.366628906,,00
2014-15,Electrical Foundation,ACELTRF,SCH,87.429,PR,0.113839844,Y,00
2014-15,Electrical Foundation,ELTRF,SCH,86.143,PR,0.112165365,N,00
2014-15,Electrical Foundation,ELTRF,SCH,86.143,PR,0.112165365,,00
2014-15,Electrical Foundation,ACELTRF,SCH,352.287,SM,0.458707031,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,105.429,SM,0.137277344,Y,00
2014-15,Electrical Foundation,ACELTRF,SCH,105.429,SM,0.137277344,,00
2014-15,Electrical Foundation,ELTRF,SCH,105.429,SM,0.137277344,N,00
2014-15,Electrical Foundation,ELTRF,SCH,29.571,TE,0.038503906,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,HO,0,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,HO,0,Y,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,HO,0,,00
2014-15,Electrical Foundation,ELTRF,SCH,0,HO,0,N,00
2014-15,Electrical Foundation,ELTRF,SCH,0,HO,0,,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,PR,0,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,PR,0,Y,00
2014-15,Electrical Foundation,ELTRF,SCH,0,PR,0,N,00
2014-15,Electrical Foundation,ELTRF,SCH,0,PR,0,Y,00
2014-15,Electrical Foundation,ELTRF,SCH,0,PR,0,,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,TE,0,N,00
2014-15,Electrical Foundation,ELTRF,SCH,2880,HO,4,,00
2014-15,Electrical Foundation,ELTRF,SCH,3600,HO,5,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,1440,HO,2,,00
2014-15,Electrical Foundation,ACELTRF,SCH,720,HO,1,Y,00
2014-15,Electrical Foundation,ACELTRF,SCH,2880,HO,4,N,00
2014-15,Electrical Foundation,ELTRF,SCH,0,TE,0,N,01
2014-15,Electrical Foundation,ELTRF,SCH,0,TE,0,,00
2014-15,Electrical Foundation,ELTRF,SCH,0,TE,0,Y,00
2014-15,Electrical Foundation,ELTRF,SCH,0,TE,0,N,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,TE,0,,00
2014-15,Electrical Foundation,ACELTRF,SCH,0,TE,0,Y,00
2015-16,Electrical Foundation,ELTRF,SCH,4320,PR,6,N,00
2015-16,Electrical Foundation,ELTRF,SCH,1440,PR,2,Y,00
2015-16,Electrical Foundation,ELTRF,SCH,1440,PR,2,,00
2015-16,Electrical Foundation,ACELTRF,SCH,720,TE,1,N,00
2015-16,Electrical Foundation,ACELTRF,SCH,720,TE,1,Y,00
2015-16,Electrical Foundation,ACELTRF,SCH,720,TE,1,,00
2015-16,Electrical Foundation,ELTRF,SCH,10800,TE,15,N,00
2015-16,Electrical Foundation,ELTRF,SCH,3600,TE,5,Y,00
2015-16,Electrical Foundation,ELTRF,SCH,2880,TE,4,,00
2015-16,Electrical Foundation,ELTRF,SCH,720,TE,1,N,01
2015-16,Electrical Foundation,ELTRF,SCH,97.714,HO,0.127231771,N,00
2015-16,Electrical Foundation,ELTRF,SCH,146.571,HO,0.190847656,,00
2015-16,Electrical Foundation,ELTRF,SCH,0,PR,0,Y,00
2015-16,Electrical Foundation,ELTRF,SCH,0,TE,0,N,00
2015-16,Electrical Foundation,ELTRF,SCH,23,TE,0.038333333,N,00
2015-16,Electrical Foundation,ACELTRF,SCH,0,PR,0,N,00
2015-16,Electrical Foundation,ACELTRF,SCH,0,PR,0,Y,00
2015-16,Electrical Foundation,ACELTRF,SCH,0,PR,0,,00
2015-16,Electrical Foundation,ELTRF,SCH,0,PR,0,N,00
2015-16,Electrical Foundation,ELTRF,SCH,0,PR,0,Y,00
2015-16,Electrical Foundation,ELTRF,SCH,0,PR,0,,00
2015-16,Electrical Foundation,ACELTRF,SCH,0,TE,0,N,00
2015-16,Electrical Foundation,ACELTRF,SCH,0,TE,0,Y,00
2015-16,Electrical Foundation,ACELTRF,SCH,0,TE,0,,00
2015-16,Electrical Foundation,ELTRF,SCH,0,TE,0,N,00
2015-16,Electrical Foundation,ELTRF,SCH,0,TE,0,Y,00
2015-16,Electrical Foundation,ELTRF,SCH,0,TE,0,,00
2015-16,Electrical Foundation,ELTRF,SCH,0,TE,0,N,01
2015-16,Electrical Foundation,ACELTRF,SCH,2160,PR,3,N,00
2015-16,Electrical Foundation,ACELTRF,SCH,720,PR,1,Y,00
2015-16,Electrical Foundation,ACELTRF,SCH,1440,PR,2,,00
2016-17,Electrical Foundation,ELTRF,SCH,1320,HO,1.833333333,N,00
2016-17,Electrical Foundation,ELTRF,SCH,660,HO,0.916666667,Y,00
2016-17,Electrical Foundation,ELTRF,SCH,3300,HO,4.583333333,,00
2016-17,Electrical Foundation,ACELTRF,SCH,2160,TE,3,N,00
2016-17,Electrical Foundation,ACELTRF,SCH,3600,TE,5,,00
2016-17,Electrical Foundation,ELTRF,SCH,5040,TE,7,N,00
2016-17,Electrical Foundation,ELTRF,SCH,720,TE,1,Y,00
2016-17,Electrical Foundation,ELTRF,SCH,1440,TE,2,,00
2016-17,Electrical Foundation,ACELTRF,SCH,0,HO,0,,00
2016-17,Electrical Foundation,ELTRF,SCH,0,HO,0,N,00
2016-17,Electrical Foundation,ELTRF,SCH,0,HO,0,,00
2016-17,Electrical Foundation,ACELTRF,SCH,4620,HO,6.416666667,,00
2016-17,Electrical Foundation,ACELTRF,SCH,1980,HO,2.75,N,00
2016-17,Electrical Foundation,ELTRF,SCH,0,TE,0,,00
2016-17,Electrical Foundation,ELTRF,SCH,0,TE,0,Y,00
2016-17,Electrical Foundation,ELTRF,SCH,0,TE,0,N,00
2016-17,Electrical Foundation,ACELTRF,SCH,0,TE,0,,00
2016-17,Electrical Foundation,ACELTRF,SCH,0,TE,0,N,00
2016-17,Electrical Foundation,ELTRF,SCH,0,HO,0,,00
2016-17,Electrical Foundation,ELTRF,SCH,0,HO,0,Y,00
2016-17,Electrical Foundation,ELTRF,SCH,0,HO,0,N,00
2016-17,Electrical Foundation,ACELTRF,SCH,0,HO,0,,00
2016-17,Electrical Foundation,ACELTRF,SCH,0,HO,0,N,00
2009-10,English Language Training,ESL,SCH,1303.571,PR,1.697358073,,
2009-10,English Language Training,ESL,SCH,245.428,PR,0.319567708,N,
2009-10,English Language Training,ESL,SCH,3132.285,PR,4.078496094,,01
2009-10,English Language Training,ESL,SCH,8212.283,PR,10.69307682,N,01
2009-10,English Language Training,ESL,SCH,0,PR,0,,
2009-10,English Language Training,ESL,SCH,0,PR,0,N,
2009-10,English Language Training,ESL,SCH,3,PR,0,,01
2009-10,English Language Training,ESL,SCH,12.5,PR,0,N,01
2010-11,English Language Training,ESL,SCH,48,RE,0.08,N,
2010-11,English Language Training,ESL,SCH,328,PR,0.427083333,,
2010-11,English Language Training,ESL,SCH,334.286,PR,0.435268229,N,
2010-11,English Language Training,ESL,SCH,257.143,PR,0.334821615,N,02
2010-11,English Language Training,ESL,SCH,2531.572,PR,3.296317708,,01
2010-11,English Language Training,ESL,SCH,2953.002,PR,3.845054688,N,01
2010-11,English Language Training,ESL,SCH,1.5,PR,0,,
2010-11,English Language Training,ESL,SCH,1.5,PR,0,N,
2010-11,English Language Training,ESL,SCH,0,PR,0,N,02
2010-11,English Language Training,ESL,SCH,0,PR,0,,01
2010-11,English Language Training,ESL,SCH,3,PR,0,N,01
2011-12,English Language Training,ESL,SCH,632.143,PR,0.823102865,,
2011-12,English Language Training,ESL,SCH,1801.144,PR,2.345239583,N,
2011-12,English Language Training,ESL,SCH,117.857,PR,0.153459635,N,03
2011-12,English Language Training,ESL,SCH,967.857,PR,1.260230469,N,02
2011-12,English Language Training,ESL,SCH,289.285,PR,0.376673177,,01
2011-12,English Language Training,ESL,SCH,3259.858,PR,4.244606771,N,01
2011-12,English Language Training,ESL,SCH,0,PR,0,,
2011-12,English Language Training,ESL,SCH,3,PR,0.05859375,Y,
2011-12,English Language Training,ESL,SCH,1.5,PR,0,N,
2011-12,English Language Training,ESL,SCH,0,PR,0,N,03
2011-12,English Language Training,ESL,SCH,0,PR,0,N,02
2011-12,English Language Training,ESL,SCH,0,PR,0,,01
2011-12,English Language Training,ESL,SCH,1.5,PR,0,N,01
2012-13,English Language Training,ESL,SCH,584.286,PR,0.760789063,,
2012-13,English Language Training,ESL,SCH,1562.714,PR,2.034783854,N,
2012-13,English Language Training,ESL,SCH,1325,PR,1.725260417,N,03
2012-13,English Language Training,ESL,SCH,167.857,PR,0.218563802,N,02
2012-13,English Language Training,ESL,SCH,167.857,PR,0.218563802,,01
2012-13,English Language Training,ESL,SCH,5825.999,PR,7.585936198,N,01
2012-13,English Language Training,ESL,SCH,3,PR,0,,
2012-13,English Language Training,ESL,SCH,0,PR,0,N,
2012-13,English Language Training,ESL,SCH,0,PR,0,N,03
2012-13,English Language Training,ESL,SCH,6,PR,0.1171875,N,02
2012-13,English Language Training,ESL,SCH,0,PR,0,,01
2012-13,English Language Training,ESL,SCH,0,PR,0,N,01
2013-14,English Language Training,ESL,SCH,360.714,PR,0.469679688,,
2013-14,English Language Training,ESL,SCH,4185.567,PR,5.449957031,N,
2013-14,English Language Training,ESL,SCH,360.714,PR,0.469679688,N,03
2013-14,English Language Training,ESL,SCH,317.857,PR,0.413876302,,01
2013-14,English Language Training,ESL,SCH,5347.425,PR,6.962792969,N,01
2013-14,English Language Training,ESL,SCH,139.243,PR,0.18130599,N,00
2013-14,English Language Training,ESL,SCH,0.5,SM,0.01953125,N,
2013-14,English Language Training,ESL,SCH,0,PR,0,,
2013-14,English Language Training,ESL,SCH,3,PR,0,N,
2013-14,English Language Training,ESL,SCH,0,PR,0,N,03
2013-14,English Language Training,ESL,SCH,0,PR,0,,01
2013-14,English Language Training,ESL,SCH,0,PR,0,N,01
2014-15,English Language Training,ESL,SCH,1180.857,PR,1.537574219,,
2014-15,English Language Training,ESL,SCH,5397.428,PR,7.027901042,N,
2014-15,English Language Training,ESL,SCH,3356.429,PR,4.37035026,N,01
2014-15,English Language Training,ESL,SCH,392.857,PR,0.511532552,N,00
2014-15,English Language Training,ESL,SCH,5,PR,0,,
2014-15,English Language Training,ESL,SCH,15,PR,0,N,
2014-15,English Language Training,ESL,SCH,28,PR,0,N,01
2015-16,English Language Training,ESL,SCH,11.571,PR,0.015066406,,
2015-16,English Language Training,ESL,SCH,162.428,PR,0.211494792,N,
2015-16,English Language Training,ESL,SCH,139.286,PR,0.181361979,,01
2015-16,English Language Training,ESL,SCH,139.286,PR,0.181361979,N,01
2015-16,English Language Training,ESL,SCH,1110.857,PR,2.057142593,,
2015-16,English Language Training,ESL,SCH,2168.571,PR,4.015872222,N,
2015-16,English Language Training,ESL,SCH,660,PR,1.222222222,N,01
2015-16,English Language Training,ESL,SCH,0,PR,0,,
2015-16,English Language Training,ESL,SCH,0,PR,0,N,
2015-16,English Language Training,ESL,SCH,0,PR,0,,01
2015-16,English Language Training,ESL,SCH,0,PR,0,N,01
2015-16,English Language Training,ESL,SCH,25,PR,5,,
2015-16,English Language Training,ESL,SCH,45,PR,8,N,
2015-16,English Language Training,ESL,SCH,10,PR,2,,01
2015-16,English Language Training,ESL,SCH,20,PR,3,N,01
2016-17,English Language Training,ESL,SCH,3122,PR,5.781481481,,
2016-17,English Language Training,ESL,SCH,2469.286,PR,4.572751852,N,
2016-17,English Language Training,ESL,SCH,1048.571,PR,1.941798148,,02
2016-17,English Language Training,ESL,SCH,24.571,PR,0.045501852,N,02
2016-17,English Language Training,ESL,SCH,478,PR,0.885185185,,01
2016-17,English Language Training,ESL,SCH,95.143,PR,0.176190741,N,01
2016-17,English Language Training,ESL,SCH,50.529,KT,0.093572222,N,
2016-17,English Language Training,ESL,SCH,0,PR,0,,
2016-17,English Language Training,ESL,SCH,0,PR,0,N,
2016-17,English Language Training,ESL,SCH,4,PR,0,,02
2016-17,English Language Training,ESL,SCH,4.5,PR,0.259259259,N,02
2016-17,English Language Training,ESL,SCH,0,PR,0,,01
2016-17,English Language Training,ESL,SCH,0,PR,0,N,01
2010-11,Essential Skills for Mining,ESMN,SCH,270,HA,0,Y,00
2010-11,Essential Skills for Mining,ESMN,SCH,5400,HA,12,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,30.186,HO,0.05031,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,1.9,HO,0.003166667,,00
2009-10,Essential Skills for Work,ESWK,SCH,9950,KL,16.58333333,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,12750,KL,21.25,,00
2009-10,Essential Skills for Work,ESWK,SCH,13300,MA,22.16666667,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,2900,MA,4.833333333,,00
2009-10,Essential Skills for Work,ESWK,SCH,11250,PS,18.75,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,2485.287,TE,4.142145,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,90,HA,0.15,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,132,MA,0.22,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,28,QC,0.046666667,,00
2009-10,Essential Skills for Work,ESWK,SCH,29,SM,0.048333333,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,21.6,TE,0.036,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,818,GG,0.4,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,43,HA,0.025,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,420,HB,0.175,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,0,HO,0,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,439,KL,0,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,572,KL,0,,00
2009-10,Essential Skills for Work,ESWK,SCH,633,MA,0.225,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,132,MA,0.05,,00
2009-10,Essential Skills for Work,ESWK,SCH,3,PR,0,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,615,PS,0.4,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,279,TE,0,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,20125,GG,33.54166667,Y,00
2009-10,Essential Skills for Work,ESWK,SCH,10625,HB,17.70833333,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,2625,SM,4.375,N,00
2010-11,Essential Skills for Work,ESWK,SCH,600,PS,1,,00
2010-11,Essential Skills for Work,ESWK,SCH,9000,PS,15,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,384,KT,0.64,,00
2010-11,Essential Skills for Work,ESWK,SCH,4992,KT,8.32,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,12600,KL,21,,00
2010-11,Essential Skills for Work,ESWK,SCH,9600,KL,16,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,600,HO,1,,01
2010-11,Essential Skills for Work,ESWK,SCH,9882.143,HO,16.47023833,,00
2010-11,Essential Skills for Work,ESWK,SCH,4892.857,HO,8.154761667,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,7275,SM,12.125,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,1440.429,SM,2.400715,,00
2010-11,Essential Skills for Work,ESWK,SCH,16,GM,0.026666667,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,6,GV,0.01,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,6,HA,0.01,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,28,MO,0.046666667,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,24,PR,0.04,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,145,PS,0.241666667,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,91,SM,0.151666667,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,74,TE,0.123333333,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,378,FB,0,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,20,FB,0,,00
2010-11,Essential Skills for Work,ESWK,SCH,594,HA,0,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,26,HO,0,N,00
2010-11,Essential Skills for Work,ESWK,SCH,176,HO,0.025,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,419,HO,0.15,,00
2010-11,Essential Skills for Work,ESWK,SCH,20,HO,0,,01
2010-11,Essential Skills for Work,ESWK,SCH,345,KL,0,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,461,KL,0,,00
2010-11,Essential Skills for Work,ESWK,SCH,321,KT,0,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,20,KT,0,,00
2010-11,Essential Skills for Work,ESWK,SCH,338,PS,0,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,20,PS,0,,00
2010-11,Essential Skills for Work,ESWK,SCH,86.5,SM,0,N,00
2010-11,Essential Skills for Work,ESWK,SCH,215,SM,0.025,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,43,SM,0,,00
2010-11,Essential Skills for Work,ESWK,SCH,10525,FB,17.54166667,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,450,FB,0.75,,00
2010-11,Essential Skills for Work,ESWK,SCH,12135.429,HA,20.225715,Y,00
2010-11,Essential Skills for Work,ESWK,SCH,600,HO,1,N,00
2011-12,Essential Skills for Work,ESWK,SCH,255,TE,0.425,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,7,SM,0.011666667,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,0,QC,0,,00
2011-12,Essential Skills for Work,ESWK,SCH,42,HA,0.07,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,12,GM,0.02,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,1050,KL,1.75,,00
2011-12,Essential Skills for Work,ESWK,SCH,1400,KL,2.333333333,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,9975,HA,16.625,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,76,KL,0,,00
2011-12,Essential Skills for Work,ESWK,SCH,108,KL,0,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,190.5,HA,0,Y,00
2011-12,Essential Skills for Work,ESWK,SCH,12,GG,0,Y,00
2012-13,Essential Skills for Work,ESWK,SCH,16,KL,0.026666667,,00
2013-14,Essential Skills for Work,ESWK,SCH,0,HA,0,Y,00
2014-15,Essential Skills for Work,ESWK,SCH,7,HA,0,Y,00
2009-10,First Nations Fine Arts,FNFA2,Credits,0,TE,0,,00
2009-10,First Nations Fine Arts,FNFA2,Credits,0,TE,0,Y,00
2009-10,First Nations Fine Arts,FNFA,Credits,300,TE,0.390625,Y,00
2009-10,First Nations Fine Arts,FNFA2,Credits,30,TE,0.810810811,,00
2009-10,First Nations Fine Arts,FNFA2,Credits,369,TE,9.972972973,Y,00
2009-10,First Nations Fine Arts,FNFA,Credits,3,TE,0.085714286,,00
2009-10,First Nations Fine Arts,FNFA,Credits,329,TE,9.4,Y,00
2010-11,First Nations Fine Arts,FNFA2,Credits,0,TE,0,Y,00
2010-11,First Nations Fine Arts,FNFA,Credits,0,TE,0,Y,00
2010-11,First Nations Fine Arts,FNFA,Credits,153.571,HA,0.19996224,Y,00
2010-11,First Nations Fine Arts,FNFA2,Credits,8,TE,0.266666667,Y,00
2010-11,First Nations Fine Arts,FNFA,Credits,52,TE,1.733333333,Y,00
2010-11,First Nations Fine Arts,FNFA2,Credits,3,TE,0.081081081,,00
2010-11,First Nations Fine Arts,FNFA2,Credits,243,TE,6.567567568,Y,00
2010-11,First Nations Fine Arts,FNFA,Credits,397,TE,11.34285714,Y,00
2011-12,First Nations Fine Arts,FNFA,Credits,335,TE,9.571428571,Y,00
2011-12,First Nations Fine Arts,FNFA2,Credits,285,TE,7.702702703,Y,00
2011-12,First Nations Fine Arts,FNFA,Credits,68,TE,2.266666667,Y,00
2011-12,First Nations Fine Arts,FNFA2,Credits,36,TE,1.2,Y,00
2012-13,First Nations Fine Arts,FNFA2,Credits,8,TE,0.266666667,Y,00
2012-13,First Nations Fine Arts,FNFA,Credits,8,TE,0.266666667,,00
2012-13,First Nations Fine Arts,FNFA,Credits,52,TE,1.733333333,Y,00
2012-13,First Nations Fine Arts,FNFA2,Credits,291,TE,7.864864865,Y,00
2012-13,First Nations Fine Arts,FNFA,Credits,31,TE,0.885714286,,00
2012-13,First Nations Fine Arts,FNFA,Credits,235,TE,6.714285714,Y,00
2013-14,First Nations Fine Arts,FNFA2,Credits,0,TE,0,Y,00
2013-14,First Nations Fine Arts,FNFA,Credits,0,TE,0,Y,00
2013-14,First Nations Fine Arts,FNFA2,Credits,0,TE,0,Y,00
2013-14,First Nations Fine Arts,FNFA,Credits,0,TE,0,,00
2013-14,First Nations Fine Arts,FNFA,Credits,0,TE,0,Y,00
2013-14,First Nations Fine Arts,FNFA2,Credits,12,TE,0.4,Y,00
2013-14,First Nations Fine Arts,FNFA,Credits,8,TE,0.266666667,,00
2013-14,First Nations Fine Arts,FNFA,Credits,64,TE,2.133333333,Y,00
2013-14,First Nations Fine Arts,FNFA2,Credits,33,TE,0.891891892,,00
2013-14,First Nations Fine Arts,FNFA2,Credits,217,TE,5.864864865,Y,00
2013-14,First Nations Fine Arts,FNFA,Credits,31,TE,0.885714286,,00
2013-14,First Nations Fine Arts,FNFA,Credits,341,TE,9.742857143,Y,00
2014-15,First Nations Fine Arts,FNFA,Credits,326,TE,9.314285714,Y,00
2014-15,First Nations Fine Arts,FNFA2,Credits,264,TE,7.135135135,Y,00
2014-15,First Nations Fine Arts,FNFA,Credits,84,TE,2.8,Y,00
2014-15,First Nations Fine Arts,FNFA2,Credits,4,TE,0.133333333,Y,00
2015-16,First Nations Fine Arts,FNFA2,Credits,4,TE,0.006666667,Y,00
2015-16,First Nations Fine Arts,FNFA,Credits,133,TE,0.221666667,Y,00
2015-16,First Nations Fine Arts,FNFA,Credits,92,KL,0.153333333,,00
2015-16,First Nations Fine Arts,FNFA,Credits,0,TE,0,Y,00
2015-16,First Nations Fine Arts,FNFA2,Credits,281,TE,7.594594595,Y,00
2015-16,First Nations Fine Arts,FNFA,Credits,359,TE,10.25714286,Y,00
2015-16,First Nations Fine Arts,FNFA,Credits,19,KL,0.542857143,,00
2015-16,First Nations Fine Arts,FNFA,Credits,93,KL,2.657142857,Y,00
2016-17,First Nations Fine Arts,FNFA2,Credits,8,TE,0.013333333,Y,00
2016-17,First Nations Fine Arts,FNFA,Credits,42,TE,0.07,Y,00
2016-17,First Nations Fine Arts,FNFA,Credits,124.571,TE,0.162201823,,00
2016-17,First Nations Fine Arts,FNFA,Credits,747.426,TE,0.973210938,Y,00
2016-17,First Nations Fine Arts,FNFA,Credits,0,PR,0,Y,00
2016-17,First Nations Fine Arts,FNFA,Credits,0,MA,0,,00
2016-17,First Nations Fine Arts,FNFA,Credits,0,MA,0,Y,00
2016-17,First Nations Fine Arts,FNFA2,Credits,330,TE,8.918918919,Y,00
2016-17,First Nations Fine Arts,FNFA,Credits,31,TE,0.885714286,,00
2016-17,First Nations Fine Arts,FNFA,Credits,248,TE,7.085714286,Y,00
2009-10,First Nations Health Care Assistant,FNHCAS,SCH,186,PS,0.086042065,Y,00
2009-10,First Nations Health Care Assistant,FNHCAS,SCH,5508,PS,5.265774379,Y,00
2009-10,First Nations Health Care Assistant,FNHCAS,SCH,0,PS,0,Y,00
2009-10,First Nations Home Support Resident Care,FNHSRC,SCH,4,NA,0.006666667,Y,00
2009-10,Food Service Worker,COOKFSW,SCH,750,TE,1,Y,00
2009-10,Food Service Worker,COOKFSW,SCH,0,TE,0,N,00
2010-11,Food Service Worker,COOKFSW,SCH,1200,TE,1.6,Y,00
2010-11,Food Service Worker,COOKFSW,SCH,600,TE,0.8,N,00
2010-11,Food Service Worker,COOKFSW,SCH,0,TE,0,Y,00
2010-11,Food Service Worker,COOKFSW,SCH,0,TE,0,N,00
2009-10,Guardian Watchman,GWATCH,Credits,24,KL,1,Y,00
2009-10,Guardian Watchman,GWATCH,Credits,16,KL,0.666666667,,00
2009-10,Guardian Watchman,GWATCH,Credits,24,PR,1,N,00
2009-10,Guardian Watchman,GWATCH,Credits,238,PR,9.916666667,Y,00
2009-10,Guardian Watchman,GWATCH,Credits,16,QC,0.026666667,,00
2011-12,Guardian Watchman,GWATCH,Credits,0,KL,0,,01
